scientific.name,common.name,iconic.taxon.name,groups,observed.on,place.guess,positional.accuracy,user.login,user.id,captive.cultivated,url,image.url,license,source,checklist,count,longitude,latitude
Peucaea carpalis,rufous-winged sparrow,Aves,Birds,2026-08-07,SagNP Future Generations,NA,NA,NA,NA,https://ebird.org/checklist/S380983202,NA,NA,eBird,S380983202,1,-110.7344467,32.1810867
Peucaea carpalis,rufous-winged sparrow,Aves,Birds,2026-08-05,Saguaro NP--West--Hugh Norris Trail,NA,NA,NA,NA,https://ebird.org/checklist/S380641008,NA,NA,eBird,S380641008,1,-111.1983991,32.2694148
Peucaea carpalis,rufous-winged sparrow,Aves,Birds,2026-08-05,Saguaro NP--East--Lower Chiminea Canyon,NA,NA,NA,NA,https://ebird.org/checklist/S380197643,NA,NA,eBird,S380197643,1,-110.6086395,32.1534807
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-07,"Cactus Forest Trail, Tucson, AZ, US",17,ashleighrobbins,4760111,false,https://www.inaturalist.org/observations/390014947,https://inaturalist-open-data.s3.amazonaws.com/photos/714473819/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.722,32.2163866667
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-08,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",2,sueriffe,2520731,false,https://www.inaturalist.org/observations/389787232,https://inaturalist-open-data.s3.amazonaws.com/photos/714021383/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7364283333,32.180145
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-06,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",4,roomthily,442615,false,https://www.inaturalist.org/observations/389777793,https://inaturalist-open-data.s3.amazonaws.com/photos/714003010/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.685325,32.22422
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-06,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",4,roomthily,442615,false,https://www.inaturalist.org/observations/389771844,https://inaturalist-open-data.s3.amazonaws.com/photos/713991364/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6855616667,32.2349083333
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-06,"Saguaro National Park - Tucson Mountain District (West), Tucson, AZ, US",3209,tatianabarreto,580953,false,https://www.inaturalist.org/observations/389492078,https://static.inaturalist.org/photos/713449083/medium.jpg,,iNaturalist,NA,1,-111.1520007945,32.2832893051
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-07,"Cholla Trail, Tucson, AZ, US",890,swagner23,1632858,false,https://www.inaturalist.org/observations/389399835,https://inaturalist-open-data.s3.amazonaws.com/photos/713270103/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7110117278,32.2089177473
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-07,"Loma Verde Trail, Tucson, AZ, US",3,swagner23,1632858,false,https://www.inaturalist.org/observations/389369761,https://inaturalist-open-data.s3.amazonaws.com/photos/713211247/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7101833333,32.2042783333
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-07,"Loma Verde Trail, Tucson, AZ, US",4,swagner23,1632858,false,https://www.inaturalist.org/observations/389367839,https://inaturalist-open-data.s3.amazonaws.com/photos/713207571/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7090616667,32.2206633333
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-06,"King Canyon Trail, Tucson, AZ, US",3,matthew_austin,585237,false,https://www.inaturalist.org/observations/389335857,https://inaturalist-open-data.s3.amazonaws.com/photos/713147047/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.1588528333,32.2554633333
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-05,"Desert Ecology Trail, Tucson, AZ, US",4,matthew_austin,585237,false,https://www.inaturalist.org/observations/389334875,https://inaturalist-open-data.s3.amazonaws.com/photos/713145240/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7248,32.2035366667
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-04,"Tucson, AZ 85743, USA",NA,elka_bamboo,2874187,false,https://www.inaturalist.org/observations/389130437,https://inaturalist-open-data.s3.amazonaws.com/photos/712746887/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.1988099997,32.2779791
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-07,"S Old Spanish Trail, Tucson, AZ, US",88,cjreese85,9944331,false,https://www.inaturalist.org/observations/389062460,https://inaturalist-open-data.s3.amazonaws.com/photos/712616319/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.736655,32.1801533333
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-04,"Tucson, AZ 85743, USA",NA,ruzickajan,1365184,false,https://www.inaturalist.org/observations/389062103,https://inaturalist-open-data.s3.amazonaws.com/photos/712615548/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.210695,32.2625216667
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-04,"Pima County, AZ, USA",3,decayingobserver,9835693,false,https://www.inaturalist.org/observations/388919772,https://inaturalist-open-data.s3.amazonaws.com/photos/712359209/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6854388889,32.2347722222
Carnegiea gigantea,saguaro,Plantae,Plants,2026-08-06,"Mica View Trail, Tucson, AZ, US",3,k_noe,6308462,false,https://www.inaturalist.org/observations/388822867,https://inaturalist-open-data.s3.amazonaws.com/photos/712169550/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7239681749,32.211756484
Astrolepis cochisensis,scaly cloak-fern,Plantae,Plants,2026-08-06,"Pima County, AZ, USA",122,jwalk821,4820132,false,https://www.inaturalist.org/observations/389094944,https://inaturalist-open-data.s3.amazonaws.com/photos/712673773/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6837042443,32.1367652788
Fomitopsis schrenkii,schrenk's red-belt conk,Fungi,Fungi and lichens,2026-08-08,"Mt Lemmon, AZ 85619, USA",3561,javelinda,5212781,false,https://www.inaturalist.org/observations/389518489,https://static.inaturalist.org/photos/713500401/medium.jpg,,iNaturalist,NA,1,-110.5518210679,32.2042171395
Eurema nicippe,sleepy orange,Insecta,Insects,2026-08-06,"Pima County, AZ, USA",272,roomthily,442615,false,https://www.inaturalist.org/observations/388915343,https://inaturalist-open-data.s3.amazonaws.com/photos/712350655/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6852173118,32.2184500593
Incilius alvarius,sonoran desert toad,Amphibia,Amphibians,2026-08-05,"Cactus Forest Dr, Tucson, AZ, US",4,matthew_austin,585237,false,https://www.inaturalist.org/observations/389335634,https://inaturalist-open-data.s3.amazonaws.com/photos/713146620/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7074133333,32.19923
Pituophis catenifer affinis,sonoran gopher snake,Reptilia,Reptiles,2026-08-08,"N Kinney Rd, Tucson, AZ, US",2,mcooper520,10798194,false,https://www.inaturalist.org/observations/389345427,https://inaturalist-open-data.s3.amazonaws.com/photos/713165628/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.2025533333,32.2561866667
Zerene cesonia,southern dogface,Insecta,Insects,2026-08-06,"Pima County, AZ, USA",36,roomthily,442615,false,https://www.inaturalist.org/observations/388915337,https://inaturalist-open-data.s3.amazonaws.com/photos/712350506/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6840966316,32.2105150342
Zerene cesonia,southern dogface,Insecta,Insects,2026-08-06,"Pima County, AZ, USA",287,roomthily,442615,false,https://www.inaturalist.org/observations/388915281,https://inaturalist-open-data.s3.amazonaws.com/photos/712349569/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6837501217,32.2172911551
Buteo swainsoni,swainson's hawk,Aves,Birds,2026-08-10,Saguaro NP--East--Desert Ecology Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382061545,NA,NA,eBird,S382061545,1,-110.724721,32.2035417
Cylindropuntia bigelovii,teddybear cholla,Plantae,Plants,2026-08-10,Tucson,4,gmarshall33,9397159,false,https://www.inaturalist.org/observations/390055541,https://inaturalist-open-data.s3.amazonaws.com/photos/714721626/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.2030563354,32.2767829895
Cylindropuntia bigelovii,teddybear cholla,Plantae,Plants,2026-08-08,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",5,sueriffe,2520731,false,https://www.inaturalist.org/observations/389788268,https://inaturalist-open-data.s3.amazonaws.com/photos/714023301/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7061,32.197545
Cylindropuntia bigelovii,teddybear cholla,Plantae,Plants,2026-08-06,"Sendero Esperanza Trail, Tucson, AZ, US",3,matthew_austin,585237,false,https://www.inaturalist.org/observations/389335984,https://inaturalist-open-data.s3.amazonaws.com/photos/713147251/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.1648416667,32.2586116667
Cylindropuntia bigelovii,teddybear cholla,Plantae,Plants,2026-08-05,"Cactus Forest Dr, Tucson, AZ, US",3,matthew_austin,585237,false,https://www.inaturalist.org/observations/389335278,https://inaturalist-open-data.s3.amazonaws.com/photos/713145867/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.71795,32.1746166667
Crotalus tigris,tiger rattlesnake,Reptilia,Reptiles,2026-08-06,"Tucson, AZ 85730, USA",225,anders227,4882822,false,https://www.inaturalist.org/observations/389128847,https://static.inaturalist.org/photos/712743702/medium.jpg,,iNaturalist,NA,1,-110.6809429452,32.2310342982
Crotalus tigris,tiger rattlesnake,Reptilia,Reptiles,2026-08-05,"Saguaro National Park - Tucson Mountain District (West), Tucson, AZ, US",947,dbmarchant,402771,false,https://www.inaturalist.org/observations/388899176,https://static.inaturalist.org/photos/712322512/medium.jpg,,iNaturalist,NA,1,-111.1675905737,32.2856818772
Allionia incarnata,trailing windmills,Plantae,Plants,2026-08-06,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",5,roomthily,442615,false,https://www.inaturalist.org/observations/389772140,https://inaturalist-open-data.s3.amazonaws.com/photos/713991971/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.68715,32.234525
Ambrosia deltoidea,triangle-leaf bursage,Plantae,Plants,2026-08-10,Tucson,381,gmarshall33,9397159,false,https://www.inaturalist.org/observations/390045717,https://inaturalist-open-data.s3.amazonaws.com/photos/714640506/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.2111053467,32.2619628906
Cathartes aura,turkey vulture,Aves,Birds,2026-08-10,Saguaro NP--East--Mica View,NA,NA,NA,NA,https://ebird.org/checklist/S382075428,NA,NA,eBird,S382075428,1,-110.7246381,32.2111462
Cathartes aura,turkey vulture,Aves,Birds,2026-08-10,Saguaro NP--West--Desert Discovery Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382039197,NA,NA,eBird,S382039197,6,-111.2106575,32.2625304
Cathartes aura,turkey vulture,Aves,Birds,2026-08-09,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",NA,NA,NA,NA,https://ebird.org/checklist/S381803755,NA,NA,eBird,S381803755,2,-110.719749,32.180752
Cathartes aura,turkey vulture,Aves,Birds,2026-08-09,Saguaro NP--West--Cam-Boh Trail,NA,NA,NA,NA,https://ebird.org/checklist/S381655667,NA,NA,eBird,S381655667,1,-111.1659926,32.3192677
Cathartes aura,turkey vulture,Aves,Birds,2026-08-09,Saguaro NP--East--Cactus Forest Dr Loop,NA,NA,NA,NA,https://ebird.org/checklist/S381652398,NA,NA,eBird,S381652398,1,-110.7076505,32.191219
Cathartes aura,turkey vulture,Aves,Birds,2026-08-08,Saguaro NP--East--Extreme Living Overlook,NA,NA,NA,NA,https://ebird.org/checklist/S381353625,NA,NA,eBird,S381353625,1,-110.731385,32.189803
Cathartes aura,turkey vulture,Aves,Birds,2026-08-08,Saguaro NP--West--Valley View Overlook Trail,NA,NA,NA,NA,https://ebird.org/checklist/S381284537,NA,NA,eBird,S381284537,3,-111.197789,32.2770486
Cathartes aura,turkey vulture,Aves,Birds,2026-08-07,Saguaro NP--West--Ez-Kim-In-Zin Picnic Area,NA,NA,NA,NA,https://ebird.org/checklist/S380986550,NA,NA,eBird,S380986550,1,-111.1693963,32.2856157
Cathartes aura,turkey vulture,Aves,Birds,2026-08-05,Saguaro NP--West--Hugh Norris Trail,NA,NA,NA,NA,https://ebird.org/checklist/S380641008,NA,NA,eBird,S380641008,3,-111.1983991,32.2694148
Passerina versicolor,varied bunting,Aves,Birds,2026-08-05,Saguaro NP--East--Extreme Living Overlook,NA,NA,NA,NA,https://ebird.org/checklist/S380363025,NA,NA,eBird,S380363025,1,-110.731385,32.189803
Passerina versicolor,varied bunting,Aves,Birds,2026-08-05,Saguaro NP--East--Lower Chiminea Canyon,NA,NA,NA,NA,https://ebird.org/checklist/S380197643,NA,NA,eBird,S380197643,3,-110.6086395,32.1534807
Auriparus flaviceps,verdin,Aves,Birds,2026-08-07,"Saguaro National Park - Tucson Mountain District (West), Tucson, AZ, US",12,emu_193,5817223,false,https://www.inaturalist.org/observations/390086691,https://inaturalist-open-data.s3.amazonaws.com/photos/714612979/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.1971001222,32.2544485594
Auriparus flaviceps,verdin,Aves,Birds,2026-08-10,Saguaro NP--East--Desert Ecology Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382061545,NA,NA,eBird,S382061545,6,-110.724721,32.2035417
Auriparus flaviceps,verdin,Aves,Birds,2026-08-10,Saguaro NP--East--Mica View,NA,NA,NA,NA,https://ebird.org/checklist/S382075428,NA,NA,eBird,S382075428,2,-110.7246381,32.2111462
Auriparus flaviceps,verdin,Aves,Birds,2026-08-10,Saguaro NP--East--Extreme Living Overlook,NA,NA,NA,NA,https://ebird.org/checklist/S382075582,NA,NA,eBird,S382075582,1,-110.731385,32.189803
Auriparus flaviceps,verdin,Aves,Birds,2026-08-10,Saguaro NP--West--Desert Discovery Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382039197,NA,NA,eBird,S382039197,6,-111.2106575,32.2625304
Auriparus flaviceps,verdin,Aves,Birds,2026-08-09,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",NA,NA,NA,NA,https://ebird.org/checklist/S381803755,NA,NA,eBird,S381803755,5,-110.719749,32.180752
Auriparus flaviceps,verdin,Aves,Birds,2026-08-09,"Saguaro National Park - Tucson Mountain District (West), Tucson US-AZ 32.26904, -111.21582",NA,NA,NA,NA,https://ebird.org/checklist/S381786834,NA,NA,eBird,S381786834,2,-111.215823,32.26904
Auriparus flaviceps,verdin,Aves,Birds,2026-08-09,Saguaro NP--East--Cactus Forest Dr Loop,NA,NA,NA,NA,https://ebird.org/checklist/S381652398,NA,NA,eBird,S381652398,3,-110.7076505,32.191219
Auriparus flaviceps,verdin,Aves,Birds,2026-08-09,Saguaro NP--East--Rincon Mountain Visitor Center (not Cactus Loop Dr.),NA,NA,NA,NA,https://ebird.org/checklist/S381683723,NA,NA,eBird,S381683723,3,-110.7363725,32.180053
Auriparus flaviceps,verdin,Aves,Birds,2026-08-08,Saguaro NP--West--Valley View Overlook Trail,NA,NA,NA,NA,https://ebird.org/checklist/S381284537,NA,NA,eBird,S381284537,2,-111.197789,32.2770486
Auriparus flaviceps,verdin,Aves,Birds,2026-08-08,Saguaro NP--West--Hugh Norris Trail,NA,NA,NA,NA,https://ebird.org/checklist/S381282402,NA,NA,eBird,S381282402,1,-111.1983991,32.2694148
Auriparus flaviceps,verdin,Aves,Birds,2026-08-07,Saguaro NP--East--Javelina Picnic Area,NA,NA,NA,NA,https://ebird.org/checklist/S380986294,NA,NA,eBird,S380986294,1,-110.7236373,32.1657012
Auriparus flaviceps,verdin,Aves,Birds,2026-08-07,SagNP Future Generations,NA,NA,NA,NA,https://ebird.org/checklist/S380983202,NA,NA,eBird,S380983202,2,-110.7344467,32.1810867
Auriparus flaviceps,verdin,Aves,Birds,2026-08-05,Saguaro NP--East--Cactus Forest South Trailhead,NA,NA,NA,NA,https://ebird.org/checklist/S380360508,NA,NA,eBird,S380360508,3,-110.7287979,32.1704179
Auriparus flaviceps,verdin,Aves,Birds,2026-08-05,Saguaro NP--East--Lower Chiminea Canyon,NA,NA,NA,NA,https://ebird.org/checklist/S380197643,NA,NA,eBird,S380197643,5,-110.6086395,32.1534807
Coleonyx variegatus,western banded gecko,Reptilia,Reptiles,2026-08-06,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",4,nvpyromelana,193847,false,https://www.inaturalist.org/observations/389550849,https://inaturalist-open-data.s3.amazonaws.com/photos/713563522/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.676155,32.1409138333
Crotalus atrox,western diamond-backed rattlesnake,Reptilia,Reptiles,2026-08-04,"N Kinney Rd, Tucson, AZ, US",2,desert_hambone,8378584,false,https://www.inaturalist.org/observations/388406210,https://inaturalist-open-data.s3.amazonaws.com/photos/711359457/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.19023,32.2514216667
Empidonax difficilis,western flycatcher,Aves,Birds,2026-08-08,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",NA,NA,NA,NA,https://ebird.org/checklist/S381337802,NA,NA,eBird,S381337802,1,-110.719749,32.180752
Tyrannus verticalis,western kingbird,Aves,Birds,2026-08-10,Saguaro NP--West--Desert Discovery Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382039197,NA,NA,eBird,S382039197,2,-111.2106575,32.2625304
Cicindelidia sedecimpunctata,western red-bellied tiger beetle,Insecta,Insects,2026-08-06,"Pima County, AZ, USA",287,roomthily,442615,false,https://www.inaturalist.org/observations/388915280,https://inaturalist-open-data.s3.amazonaws.com/photos/712349549/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6837501217,32.2172911551
Piranga ludoviciana,western tanager,Aves,Birds,2026-08-10,tinaja,NA,NA,NA,NA,https://ebird.org/checklist/S382071320,NA,NA,eBird,S382071320,NA,-110.722607,32.222643
Piranga ludoviciana,western tanager,Aves,Birds,2026-08-08,Saguaro NP--East--Extreme Living Overlook,NA,NA,NA,NA,https://ebird.org/checklist/S381376308,NA,NA,eBird,S381376308,1,-110.731385,32.189803
Piranga ludoviciana,western tanager,Aves,Birds,2026-08-07,SagNP Future Generations,NA,NA,NA,NA,https://ebird.org/checklist/S380983202,NA,NA,eBird,S380983202,1,-110.7344467,32.1810867
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-10,Saguaro NP--East--Rincon Mountain Visitor Center (not Cactus Loop Dr.),NA,NA,NA,NA,https://ebird.org/checklist/S382121801,NA,NA,eBird,S382121801,8,-110.7363725,32.180053
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-10,Saguaro NP--East--Desert Ecology Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382061545,NA,NA,eBird,S382061545,1,-110.724721,32.2035417
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-10,Saguaro NP--East--Mica View,NA,NA,NA,NA,https://ebird.org/checklist/S382075428,NA,NA,eBird,S382075428,6,-110.7246381,32.2111462
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-10,Saguaro NP--West--Desert Discovery Trail,NA,NA,NA,NA,https://ebird.org/checklist/S382039197,NA,NA,eBird,S382039197,5,-111.2106575,32.2625304
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-09,"Saguaro National Park - Tucson Mountain District (West), Tucson US-AZ 32.26904, -111.21582",NA,NA,NA,NA,https://ebird.org/checklist/S381786834,NA,NA,eBird,S381786834,4,-111.215823,32.26904
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-09,Saguaro NP--East--Cactus Forest Dr Loop,NA,NA,NA,NA,https://ebird.org/checklist/S381652398,NA,NA,eBird,S381652398,2,-110.7076505,32.191219
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-08,Saguaro NP--East--Extreme Living Overlook,NA,NA,NA,NA,https://ebird.org/checklist/S381376308,NA,NA,eBird,S381376308,7,-110.731385,32.189803
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-08,"Saguaro NP--East--Rincon Mountains Unit  (Historical, please do not use for current lists)",NA,NA,NA,NA,https://ebird.org/checklist/S381337802,NA,NA,eBird,S381337802,1,-110.719749,32.180752
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-08,Saguaro NP--West--Valley View Overlook Trail,NA,NA,NA,NA,https://ebird.org/checklist/S381284537,NA,NA,eBird,S381284537,3,-111.197789,32.2770486
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-08,Saguaro NP--West--Hugh Norris Trail,NA,NA,NA,NA,https://ebird.org/checklist/S381282402,NA,NA,eBird,S381282402,1,-111.1983991,32.2694148
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-07,Saguaro NP--East--Cactus Forest South Trailhead,NA,NA,NA,NA,https://ebird.org/checklist/S380826761,NA,NA,eBird,S380826761,1,-110.7287979,32.1704179
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-07,SagNP Future Generations,NA,NA,NA,NA,https://ebird.org/checklist/S380983202,NA,NA,eBird,S380983202,4,-110.7344467,32.1810867
Zenaida asiatica,white-winged dove,Aves,Birds,2026-08-05,Saguaro NP--East--Lower Chiminea Canyon,NA,NA,NA,NA,https://ebird.org/checklist/S380197643,NA,NA,eBird,S380197643,6,-110.6086395,32.1534807
Psilostrophe cooperi,whitestem paperflower,Plantae,Plants,2026-08-06,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",5,roomthily,442615,false,https://www.inaturalist.org/observations/389772341,https://inaturalist-open-data.s3.amazonaws.com/photos/713992324/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6856783333,32.2186666667
Psilostrophe cooperi,whitestem paperflower,Plantae,Plants,2026-08-07,"Loma Verde Trail, Tucson, AZ, US",10,swagner23,1632858,false,https://www.inaturalist.org/observations/389369523,https://inaturalist-open-data.s3.amazonaws.com/photos/713210712/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.7106466667,32.2099633333
Tecoma stans,yellow trumpet flower,Plantae,Plants,2026-08-06,"Saguaro National Park - Rincon Mountain District, Tucson, AZ, US",6,roomthily,442615,false,https://www.inaturalist.org/observations/389777249,https://inaturalist-open-data.s3.amazonaws.com/photos/714002042/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-110.6835783333,32.2173716667
Callisaurus draconoides,zebra-tailed lizard,Reptilia,Reptiles,2026-08-04,"Pima County, AZ, USA",4,elka_bamboo,2874187,false,https://www.inaturalist.org/observations/389452296,https://inaturalist-open-data.s3.amazonaws.com/photos/713368725/medium.jpg,CC-BY-NC,iNaturalist,NA,1,-111.2081798834,32.2908215669
